"Anim","Sex","Loca","Leng","Head","Ear","Arm","Leg","Pes","Tail","Weight","Age"
113,2,"Ha",NA,776,576,598,1420,1180,3000,11490,241
113,2,"Ha",NA,808,581,625,1482,1196,3050,15180,255
113,2,"Ha",NA,832,595,650,1519,1238,3310,18510,269
113,2,"Ha",NA,865,614,685,1576,1258,3350,21190,283
113,2,"Ha",NA,898,605,714,1684,1284,3540,24670,305
113,2,"Ha",NA,901,648,733,1689,1294,3530,26220,318
113,2,"Ha",NA,915,674,748,1722,1325,3670,26660,332
113,2,"Ha",NA,928,665,754,1746,1308,3680,26900,346
113,2,"Ha",NA,953,693,763,1763,1345,3830,29060,360
113,2,"Ha",815,939,658,788,1779,1348,3980,30000,375
113,2,"Ha",847,975,677,820,1838,1367,4010,36500,423
113,2,"Ha",885,1023,703,856,1996,1371,4220,44000,570
114,1,"G",NA,76,NA,NA,NA,NA,NA,NA,2
114,1,"G",NA,88,NA,70,72,64,117,NA,18
114,1,"G",NA,302,111,163,261,187,401,240,62
114,1,"G",NA,335,129,187,318,230,504,360,74
114,1,"G",NA,393,149,223,393,292,592,570,88
114,1,"G",NA,431,169,251,481,370,701,830,102
114,1,"G",NA,478,200,285,558,433,856,1030,115
114,1,"G",NA,526,225,324,654,521,1060,1440,129
114,1,"G",NA,559,247,359,764,634,1240,1840,143
114,1,"G",NA,597,308,410,871,737,1440,2430,158
114,1,"G",NA,648,365,463,996,860,1690,3500,172
114,1,"G",NA,682,397,520,1122,974,1980,4780,185
114,1,"G",NA,728,463,567,1243,1076,2420,6920,198
114,1,"G",NA,770,502,611,1330,1140,2580,9650,213
114,1,"G",NA,809,542,646,1421,1181,2750,12770,227
114,1,"G",NA,838,536,665,1454,1230,3040,16230,241
114,1,"G",NA,873,540,703,1575,1254,3140,19660,255
114,1,"G",NA,931,558,744,1642,1286,3370,25088,277
114,1,"G",NA,930,568,756,1654,1319,3470,26500,290
114,1,"G",NA,955,609,782,1740,1327,3440,27970,304
114,1,"G",NA,960,632,813,1758,1332,3570,29160,318
114,1,"G",NA,972,604,815,1782,1359,3840,31710,332
114,1,"G",841,976,622,853,1799,1372,3970,35000,347
114,1,"G",876,1015,648,880,1883,1384,4130,40000,395
114,1,"G",928,1079,678,967,2018,1427,4230,50500,542
116,1,"Ha",NA,137,NA,68,80,57,126,NA,17
116,1,"Ha",NA,272,113,148,241,178,382,170,61
116,1,"Ha",NA,310,125,167,288,217,487,250,73
116,1,"Ha",NA,355,139,193,342,270,547,350,87
116,1,"Ha",NA,391,165,220,413,328,666,510,101
116,1,"Ha",NA,432,188,244,479,378,760,680,114
116,1,"Ha",NA,478,217,280,561,460,930,903,128
116,1,"Ha",NA,517,241,319,670,575,1140,1230,142
116,1,"Ha",NA,560,294,360,784,674,1330,1700,157
116,1,"Ha",NA,606,323,411,913,814,1540,2330,171
116,1,"Ha",NA,647,380,459,1027,924,1830,3130,184
116,1,"Ha",NA,682,395,509,1165,1048,2190,4450,198
116,1,"Ha",NA,739,474,557,1287,1145,2550,6320,212
116,1,"Ha",NA,772,553,591,1359,1219,2870,8540,226
116,1,"Ha",NA,813,546,625,1461,1255,3180,11430,240
116,1,"Ha",NA,840,610,667,1520,1300,3440,15310,254
116,1,"Ha",NA,888,626,707,1635,1338,3640,21110,276
116,1,"Ha",NA,910,640,722,1674,1348,3770,23720,289
116,1,"Ha",NA,941,661,749,1727,1368,4010,25360,303
116,1,"Ha",NA,946,665,776,1788,1387,4140,27330,317
116,1,"Ha",NA,985,648,784,1833,1407,4210,30070,331
116,1,"Ha",NA,987,681,803,1815,1408,4190,32820,346
116,1,"Ha",NA,973,705,817,1856,1413,4160,33500,359
116,1,"Ha",NA,997,698,813,1885,1437,4270,35210,373
116,1,"Ha",912,1032,694,849,1906,1453,4460,38500,395
116,1,"Ha",981,1090,734,968,2065,1498,4560,53000,542
119,2,"Ha",NA,150,NA,80,107,82,158,NA,20
119,2,"Ha",NA,200,79,140,155,115,280,NA,33
119,2,"Ha",NA,256,100,140,225,157,350,NA,47
119,2,"Ha",NA,302,115,164,282,212,458,270,61
119,2,"Ha",NA,347,138,192,344,258,539,390,74
119,2,"Ha",NA,396,150,220,423,324,659,550,88
119,2,"Ha",NA,441,176,251,500,400,754,780,103
119,2,"Ha",NA,476,206,282,582,465,960,1000,117
119,2,"Ha",NA,519,231,318,683,563,1100,1300,131
119,2,"Ha",NA,554,257,356,778,649,1250,1750,144
119,2,"Ha",NA,592,299,402,902,778,1510,2420,158
119,2,"Ha",NA,633,380,457,1027,905,1800,3380,172
119,2,"Ha",NA,674,420,510,1160,1006,2120,4580,185
119,2,"Ha",NA,704,496,562,1252,1084,2480,6170,200
119,2,"Ha",NA,747,532,595,1335,1169,2910,8050,214
119,2,"Ha",NA,800,569,633,1477,1212,3210,11090,225
119,2,"Ha",NA,827,575,650,1544,1258,3320,13550,249
119,2,"Ha",NA,853,576,676,1595,1265,3490,16690,263
119,2,"Ha",NA,891,587,699,1664,1289,3530,19360,277
119,2,"Ha",NA,904,609,722,1690,1301,3650,21710,291
119,2,"Ha",NA,919,593,734,1730,1325,3730,23540,306
119,2,"Ha",NA,912,606,749,1757,1325,3620,24730,319
119,2,"Ha",NA,914,633,760,1766,1347,3850,25140,333
119,2,"Ha",794,937,604,771,1798,1354,3810,27500,354
119,2,"Ha",857,995,635,830,1951,1380,3870,41500,501
120,2,"Ha",NA,243,86,127,203,158,348,NA,46
120,2,"Ha",NA,290,115,153,264,197,431,240,59
120,2,"Ha",NA,337,128,177,322,244,530,420,73
120,2,"Ha",NA,378,145,200,387,297,637,520,87
120,2,"Ha",NA,420,168,230,459,364,800,730,100
120,2,"Ha",NA,461,184,261,537,439,910,930,114
120,2,"Ha",NA,511,230,295,646,524,1120,1280,129
120,2,"Ha",NA,549,250,338,751,622,1321,1740,143
120,2,"Ha",NA,598,275,385,882,758,1570,2490,157
120,2,"Ha",NA,633,350,430,998,863,1800,3370,170
120,2,"Ha",NA,671,392,487,1102,986,2200,4730,184
120,2,"Ha",NA,710,456,533,1227,1090,2490,6780,198
120,2,"Ha",NA,747,508,570,1325,1148,3030,9230,212
120,2,"Ha",NA,789,514,601,1426,1187,3070,12300,226
120,2,"Ha",NA,824,550,619,1513,1224,3390,15660,240
120,2,"Ha",NA,865,561,656,1584,1244,3520,19290,262
120,2,"Ha",NA,878,592,669,1624,1246,3770,21480,275
120,2,"Ha",NA,910,579,692,1675,1266,3850,23350,289
120,2,"Ha",NA,904,580,699,1690,1285,3720,24480,303
120,2,"Ha",NA,923,618,713,1721,1287,4020,27000,317
120,2,"Ha",NA,937,608,728,1759,1287,4010,29800,332
120,2,"Ha",NA,964,620,741,1779,1306,3990,31570,345
120,2,"Ha",NA,960,630,744,1769,1332,4190,32010,359
120,2,"Ha",851,961,604,760,1796,1346,3990,35500,380
120,2,"Ha",879,1010,623,796,1892,1337,4160,42500,527
122,1,"H8",NA,105,NA,46,NA,NA,NA,NA,9
122,1,"H8",NA,144,NA,77,93,75,134,NA,23
122,1,"H8",NA,200,83,104,148,108,248,NA,37
122,1,"H8",NA,253,104,142,211,151,337,200,51
122,1,"H8",NA,294,118,168,270,194,446,260,64
122,1,"H8",NA,343,140,194,326,242,514,390,78
122,1,"H8",NA,391,161,222,400,300,624,520,93
122,1,"H8",NA,436,170,252,471,373,748,730,107
122,1,"H8",NA,472,209,282,545,445,900,910,120
122,1,"H8",NA,513,246,315,641,540,1040,1210,134
122,1,"H8",NA,556,279,353,747,624,1220,1580,148
122,1,"H8",NA,597,315,398,863,741,1410,2050,162
122,1,"H8",NA,628,336,441,977,853,1650,2740,176
122,1,"H8",NA,671,386,491,1088,972,2010,3680,190
122,1,"H8",NA,734,519,567,1294,1125,2500,6000,212
122,1,"H8",NA,767,538,594,1372,1183,2820,8030,225
122,1,"H8",NA,798,573,639,1463,1228,3030,11220,239
122,1,"H8",NA,843,585,668,1525,1266,3190,14440,253
122,1,"H8",NA,879,607,686,1591,1303,3340,18160,267
122,1,"H8",NA,915,622,712,1637,1315,3530,21690,282
122,1,"H8",NA,913,613,727,1699,1321,3600,24530,295
122,1,"H8",NA,940,640,749,1735,1349,3690,27330,309
122,1,"H8",NA,956,638,770,1797,1368,3760,29490,330
122,1,"H8",889,1050,622,930,1991,1452,4030,46500,477
123,1,"W",NA,90,NA,45,NA,NA,NA,NA,6
123,1,"W",NA,143,NA,74,83,61,117,NA,20
123,1,"W",NA,190,67,106,144,111,214,NA,34
123,1,"W",NA,245,88,143,206,145,343,NA,48
123,1,"W",NA,291,116,165,259,184,410,240,61
123,1,"W",NA,342,127,195,324,247,530,380,75
123,1,"W",NA,397,154,229,502,308,609,520,90
123,1,"W",NA,432,170,259,483,390,749,710,104
123,1,"W",NA,465,180,290,562,455,920,870,117
123,1,"W",NA,500,209,325,635,541,980,1050,131
123,1,"W",NA,530,244,361,726,631,1190,1360,145
123,1,"W",NA,564,258,408,835,728,1420,1750,159
123,1,"W",NA,602,318,457,940,830,1610,2470,173
123,1,"W",NA,640,358,522,1067,959,1920,3530,187
123,1,"W",NA,704,474,588,1246,1097,2430,5840,209
123,1,"W",NA,738,495,615,1295,1136,2720,7190,222
123,1,"W",NA,770,516,650,1361,1171,2940,10020,236
123,1,"W",NA,791,525,674,1427,1207,3090,13200,250
123,1,"W",NA,821,528,695,1496,1213,3230,16270,264
123,1,"W",NA,833,525,715,1532,1236,3320,18850,279
123,1,"W",NA,865,548,735,1582,1252,3450,21470,292
123,1,"W",NA,885,558,743,1601,1284,3440,23410,306
123,1,"W",NA,907,564,771,1645,1280,3610,26590,327
123,1,"W",880,985,578,935,1846,1343,4090,47000,474
124,2,"H2",NA,122,NA,56,68,55,92,NA,13
124,2,"H2",NA,186,51,99,129,88,189,NA,29
124,2,"H2",NA,230,83,118,130,134,263,NA,41
124,2,"H2",NA,280,110,149,245,172,380,230,55
124,2,"H2",NA,335,121,183,310,225,487,360,69
124,2,"H2",NA,383,148,207,377,283,567,540,83
124,2,"H2",NA,433,181,238,471,358,700,710,97
124,2,"H2",NA,479,199,278,562,423,862,1000,112
124,2,"H2",NA,516,239,307,651,498,1020,1290,124
124,2,"H2",NA,560,252,353,763,600,1240,1720,139
124,2,"H2",NA,603,312,400,890,720,1470,2330,152
124,2,"H2",NA,643,369,455,1002,840,1760,3230,166
124,2,"H2",NA,688,411,506,1127,941,2090,4470,181
124,2,"H2",NA,723,457,542,1228,1009,2430,6070,195
124,2,"H2",NA,784,527,613,1403,1139,2890,9430,216
124,2,"H2",NA,814,559,635,1472,1160,3040,12340,230
124,2,"H2",NA,845,550,665,1542,1195,3210,14990,243
124,2,"H2",NA,866,600,691,1598,1230,3340,17630,258
124,2,"H2",NA,894,598,712,1638,1239,3540,20390,271
124,2,"H2",NA,936,628,750,1713,1265,3610,25160,293
124,2,"H2",NA,933,628,746,1724,1280,3550,24800,300
124,2,"H2",NA,976,627,759,1742,1270,3630,25990,313
124,2,"H2",NA,965,647,766,1788,1287,3880,28120,335
124,2,"H2",866,1020,637,830,1905,1313,3990,41000,489
126,1,"Ha",NA,125,NA,60,65,55,110,NA,13
126,1,"Ha",NA,186,NA,166,120,85,190,NA,27
126,1,"Ha",NA,220,83,115,176,123,275,NA,41
126,1,"Ha",NA,264,110,143,220,160,384,185,54
126,1,"Ha",NA,309,115,167,277,207,440,270,68
126,1,"Ha",NA,354,143,192,337,260,569,400,83
126,1,"Ha",NA,393,162,213,387,312,670,510,97
126,1,"Ha",NA,427,187,239,456,366,810,670,111
126,1,"Ha",NA,463,204,263,518,423,930,810,124
126,1,"Ha",NA,496,226,287,582,495,1020,1000,138
126,1,"Ha",NA,530,252,318,669,563,1190,1260,152
125,1,"Ha",NA,566,276,354,766,642,1310,1590,166
126,1,"Ha",NA,644,343,395,886,765,1580,2180,180
126,1,"Ha",NA,638,366,440,993,883,1830,2920,194
126,1,"Ha",NA,691,460,505,1149,1020,2300,4450,216
126,1,"Ha",NA,721,532,546,1258,1086,2540,5580,229
126,1,"Ha",NA,761,547,578,1354,1149,2860,7360,243
126,1,"Ha",NA,793,548,604,1422,1172,3010,10410,257
126,1,"Ha",NA,826,590,628,1481,1214,3360,12900,271
126,1,"Ha",NA,855,593,657,1554,1244,3440,16770,286
126,1,"Ha",NA,894,613,687,1618,1263,3490,19120,299
126,1,"Ha",NA,900,601,703,1641,1287,3570,20790,313
126,1,"Ha",767,912,619,727,1698,1319,3640,25000,334
126,1,"Ha",887,1009,659,882,1953,1386,3980,43000,481
127,1,"Ha",NA,73,NA,NA,NA,NA,NA,NA,1
127,1,"Ha",NA,130,NA,62,76,60,112,NA,15
127,1,"Ha",NA,180,62,93,125,98,192,NA,29
127,1,"Ha",NA,220,84,118,193,138,300,NA,42
127,1,"Ha",NA,280,113,151,239,178,401,220,56
127,1,"Ha",NA,332,128,185,308,233,468,340,71
127,1,"Ha",NA,385,158,211,382,283,585,490,85
127,1,"Ha",NA,428,185,243,466,350,760,710,99
127,1,"Ha",NA,468,187,273,540,420,860,880,112
127,1,"Ha",NA,513,213,303,627,500,1010,1220,126
127,1,"Ha",NA,553,270,347,728,615,1160,1590,140
127,1,"Ha",NA,598,297,384,833,707,1360,2090,154
127,1,"Ha",NA,627,344,433,953,841,1610,2770,168
127,1,"Ha",NA,665,403,479,1065,935,1900,3560,182
127,1,"Ha",NA,741,506,556,1283,1076,2430,5650,204
127,1,"Ha",NA,779,542,587,1369,1168,2760,7480,217
127,1,"Ha",NA,821,573,623,1468,1221,2990,10670,231
127,1,"Ha",NA,868,597,648,1551,1251,3180,14700,245
127,1,"Ha",NA,891,612,686,1594,1306,3370,18410,259
127,1,"Ha",NA,925,618,715,1670,1309,3600,22510,274
127,1,"Ha",NA,946,631,727,1717,1337,3570,24630,288
127,1,"Ha",NA,950,632,741,1757,1342,3790,26660,302
127,1,"Ha",811,975,616,780,1763,1391,3900,31000,322
127,1,"Ha",913,1059,657,902,2024,1452,4250,51000,470
131,1,"H9",NA,70,NA,NA,NA,NA,NA,NA,0
131,1,"H9",NA,120,NA,63,69,58,95,NA,13
131,1,"H9",NA,166,55,96,120,90,176,NA,27
131,1,"H9",NA,220,88,121,177,133,265,NA,41
131,1,"H9",NA,273,108,150,230,173,380,200,55
131,1,"H9",NA,323,123,178,298,228,503,290,70
131,1,"H9",NA,363,148,208,355,282,558,430,83
131,1,"H9",NA,405,178,240,423,330,643,580,97
131,1,"H9",NA,475,208,282,544,442,846,870,118
131,1,"H9",NA,888,591,698,1574,1249,3360,17190,265
133,1,"W",NA,88,NA,NA,NA,NA,NA,NA,4
133,1,"W",NA,131,NA,70,83,66,102,NA,18
134,2,"Ha",NA,92,NA,50,39,39,92,NA,5
134,2,"Ha",NA,143,NA,75,92,67,154,NA,19
134,2,"Ha",NA,195,70,105,145,97,NA,NA,33
134,2,"Ha",NA,248,98,129,202,148,350,160,48
134,2,"Ha",NA,293,115,154,262,198,454,210,62
134,2,"Ha",NA,341,140,183,329,246,550,360,76
134,2,"Ha",NA,385,174,220,413,323,658,520,97
134,2,"Ha",NA,800,593,625,1443,1181,3030,10200,244
135,2,"Ha",NA,78,NA,NA,NA,NA,NA,NA,0
135,2,"Ha",NA,121,NA,60,75,57,108,NA,14
135,2,"Ha",NA,170,53,90,120,83,NA,NA,28
135,2,"Ha",NA,223,75,119,177,131,283,NA,43
135,2,"Ha",NA,255,105,139,216,160,383,150,56
135,2,"Ha",NA,300,118,159,271,201,461,240,70
135,2,"Ha",NA,357,144,192,338,265,585,350,91
135,2,"Ha",NA,855,590,634,1447,1212,3070,12350,238
136,1,"G",NA,113,NA,54,61,59,102,NA,11
136,1,"G",NA,162,53,84,105,80,186,NA,25
136,1,"G",NA,206,74,125,160,126,255,NA,39
136,1,"G",NA,265,100,145,214,156,383,180,54
136,1,"G",NA,303,111,165,272,200,503,270,67
136,1,"G",NA,352,132,187,330,251,565,360,81
136,1,"G",NA,410,166,233,428,338,728,590,102
136,1,"G",NA,865,541,667,1487,1205,3340,13570,249
138,2,"H2",NA,72,NA,NA,NA,NA,NA,NA,0
138,2,"H2",NA,112,NA,60,73,52,122,NA,15
138,2,"H2",NA,169,56,86,118,80,180,NA,28
138,2,"H2",NA,250,95,126,202,144,313,135,49
138,2,"H2",NA,273,107,143,233,165,384,200,57
138,2,"H2",NA,324,126,170,289,214,481,280,70
138,2,"H2",NA,391,165,215,395,286,627,510,92
138,2,"H2",NA,808,568,628,1429,1117,3010,9570,246
139,2,"H1",NA,116,NA,59,66,54,103,NA,12
139,2,"H1",NA,170,53,88,120,90,185,NA,26
139,2,"H1",NA,229,85,122,176,128,286,NA,41
139,2,"H1",NA,276,104,144,237,172,370,190,54
139,2,"H1",NA,325,128,172,300,224,483,280,68
139,2,"H1",NA,396,154,216,400,303,634,500,89
139,2,"H1",NA,798,694,662,1495,1238,3080,11070,236
141,2,"H7",NA,95,NA,49,50,43,73,NA,6
141,2,"H7",NA,155,NA,80,94,70,148,NA,20
141,2,"H7",NA,200,75,104,154,107,243,NA,35
141,2,"H7",NA,246,102,135,205,152,340,160,48
141,2,"H7",NA,298,121,158,263,190,434,220,62
141,2,"H7",NA,365,146,196,359,270,603,380,83
141,2,"H7",NA,775,549,629,1419,1176,2990,9620,230
142,1,"H9",NA,70,NA,40,NA,NA,NA,6,1
142,1,"H9",NA,132,NA,65,75,62,118,NA,15
142,1,"H9",NA,185,67,95,132,100,220,NA,30
142,1,"H9",NA,232,90,125,186,136,317,NA,43
142,1,"H9",NA,281,119,153,240,180,410,190,57
142,1,"H9",NA,349,144,193,337,256,561,380,78
142,1,"H9",NA,777,552,628,1373,1169,2970,9680,225
143,1,"W",NA,62,NA,NA,NA,NA,NA,NA,0
143,1,"W",NA,184,60,95,136,104,207,NA,29
144,1,"Ha",NA,98,NA,52,48,44,98,NA,6
144,1,"Ha",NA,155,NA,80,100,70,148,NA,20
144,1,"Ha",NA,209,80,108,155,117,247,NA,35
144,1,"Ha",NA,255,88,140,213,152,340,NA,48
144,1,"Ha",NA,304,118,165,270,203,447,250,62
144,1,"Ha",NA,375,158,206,374,273,583,450,83
146,1,"H5",NA,78,NA,NA,NA,NA,NA,NA,1
146,1,"H5",NA,136,NA,72,72,63,128,NA,15
146,1,"H5",NA,191,58,102,127,97,209,NA,30
146,1,"H5",NA,247,80,125,185,135,325,NA,43
146,1,"H5",NA,292,110,156,245,190,415,220,57
146,1,"H5",NA,366,138,200,339,265,554,380,78
148,1,"H3",NA,124,NA,60,66,55,102,NA,13
148,1,"H3",NA,176,NA,90,118,88,214,NA,28
148,1,"H3",NA,220,78,125,175,125,310,NA,41
148,1,"H3",NA,266,105,154,242,164,381,190,55
148,1,"H3",NA,336,141,187,322,240,552,350,76
148,1,"H3",NA,773,567,624,1353,1147,3000,10020,223
149,1,"Ha",NA,125,NA,63,72,53,115,NA,14
149,1,"Ha",NA,169,60,86,120,88,198,NA,28
149,1,"Ha",NA,225,84,117,174,120,307,NA,43
149,1,"Ha",NA,270,104,146,229,165,387,200,56
149,1,"Ha",NA,320,118,173,291,220,460,290,70
149,1,"Ha",NA,384,149,215,398,303,608,490,91
149,1,"Ha",NA,822,585,649,1500,1255,3020,11950,238
150,1,"H3",NA,69,NA,NA,NA,NA,NA,NA,1
150,1,"H3",NA,130,NA,60,75,58,132,NA,15
150,1,"H3",NA,170,64,88,116,82,192,NA,30
150,1,"H3",NA,215,83,113,170,128,297,NA,43
150,1,"H3",NA,259,110,133,225,165,397,170,57
150,1,"H3",NA,324,134,177,316,238,576,290,78
150,1,"H3",NA,805,540,607,1400,1166,3000,10950,225
151,2,"H7",NA,73,NA,NA,NA,NA,NA,NA,1
151,2,"H7",NA,120,NA,50,68,55,112,NA,14
151,2,"H7",NA,170,50,88,123,93,192,NA,29
151,2,"H7",NA,226,82,114,179,129,313,NA,42
151,2,"H7",NA,270,103,138,226,173,397,160,56
151,2,"H7",NA,338,135,175,317,236,540,320,77
152,2,"H1",NA,113,NA,50,56,50,98,NA,10
152,2,"H1",NA,155,NA,78,103,79,150,NA,23
152,2,"H1",NA,233,95,122,185,132,325,NA,44
152,2,"H1",NA,260,105,141,225,153,360,155,52
152,2,"H1",NA,305,128,162,276,198,446,270,65
152,2,"H1",NA,376,158,205,373,273,595,420,87
152,2,"H1",NA,808,599,634,1484,1151,3070,10950,241
153,1,"H9",NA,112,NA,52,54,48,87,NA,10
153,1,"H9",NA,166,52,80,113,78,155,NA,25
153,1,"H9",NA,212,77,112,152,116,266,NA,38
153,1,"H9",NA,259,108,142,218,163,345,170,52
153,1,"H9",NA,332,137,183,314,237,497,220,73
154,1,"Ha",NA,98,NA,43,38,NA,NA,NA,7
154,1,"Ha",NA,144,NA,65,88,65,146,NA,22
154,1,"Ha",NA,183,66,100,138,95,238,NA,35
154,1,"Ha",NA,245,107,128,200,142,327,150,49
154,1,"Ha",NA,316,129,168,289,222,500,270,70
154,1,"Ha",NA,587,528,595,1379,1174,2830,8480,217
155,1,"H11",NA,108,NA,54,54,43,NA,NA,9
155,1,"H11",NA,187,60,95,128,90,215,NA,30
155,1,"H11",NA,215,75,114,164,114,280,NA,38
155,1,"H11",NA,252,100,138,216,155,355,160,52
155,1,"H11",NA,328,124,182,300,220,500,290,74
156,2,"Ha",NA,98,NA,50,48,46,83,NA,6
156,2,"Ha",NA,148,NA,75,87,74,158,NA,19
156,2,"Ha",NA,195,67,93,140,105,233,NA,33
157,2,"H12",NA,75,NA,NA,NA,NA,NA,NA,1
157,2,"H12",NA,108,NA,56,57,50,94,NA,9
157,2,"H12",NA,150,NA,78,103,77,153,NA,22
157,2,"H12",NA,232,76,118,188,130,292,NA,44
157,2,"H12",NA,720,510,517,1168,1005,2220,5530,198
164,1,"Ha",NA,113,NA,56,54,50,93,NA,11
164,1,"Ha",NA,164,45,79,105,79,172,NA,25
164,1,"Ha",NA,236,75,132,180,135,325,NA,46
165,1,"H3",NA,75,NA,NA,NA,NA,NA,NA,0
165,1,"H3",NA,119,NA,63,73,57,104,NA,14
165,1,"H3",NA,197,60,97,147,104,220,NA,35
165,1,"H3",NA,678,373,491,1091,976,1920,4990,182
166,1,"G",NA,95,NA,47,NA,NA,NA,NA,5
166,1,"G",NA,166,56,88,115,86,175,NA,26
166,1,"G",NA,676,374,488,1030,900,1800,4000,173
44,1,"G",NA,98,NA,49,45,45,85,NA,8
44,1,"G",NA,153,NA,75,95,65,146,NA,22
44,1,"G",NA,228,83,124,78,131,293,NA,43
44,1,"G",NA,298,107,166,262,195,436,250,63
44,1,"G",NA,350,125,188,325,245,534,370,77
44,1,"G",NA,396,143,221,391,299,620,520,91
44,1,"G",NA,435,176,250,470,356,724,750,105
44,1,"G",NA,474,191,281,551,410,853,960,119
44,1,"G",NA,526,241,312,633,507,1029,1240,133
44,1,"G",NA,562,246,353,730,616,1200,1650,147
44,1,"G",NA,603,312,407,872,733,1420,2300,162
44,1,"G",NA,629,369,456,968,844,1630,3100,175
44,1,"G",NA,680,411,503,1076,956,1970,4240,189
44,1,"G",NA,712,466,545,1199,1051,2250,5900,203
46,2,"G",NA,119,NA,62,70,50,104,NA,14
46,2,"G",NA,172,62,90,123,76,200,NA,28
46,2,"G",NA,222,77,123,172,122,278,103,42
46,2,"G",NA,240,86,135,202,146,340,NA,49
46,2,"G",NA,319,114,167,280,208,446,285,69
46,2,"G",NA,343,124,187,329,245,577,300,83
48,2,"G",NA,85,NA,64,92,62,129,NA,18
48,2,"G",NA,185,60,95,136,95,204,NA,32
48,2,"G",NA,235,83,124,185,131,272,109,46
48,2,"G",NA,254,95,130,218,154,344,138,53
54,2,"G",NA,68,NA,NA,NA,NA,NA,NA,0
54,2,"G",NA,135,NA,66,73,59,121,21,16
55,1,"Hb",NA,84,NA,NA,NA,NA,NA,NA,1
55,1,"Hb",NA,123,NA,57,62,53,96,NA,10
55,1,"Hb",NA,193,60,103,145,108,205,NA,30
55,1,"Hb",NA,222,90,136,199,144,304,NA,44
55,1,"Hb",NA,293,112,163,261,175,416,220,58
55,1,"Hb",NA,335,127,190,316,233,531,320,72
55,1,"Hb",NA,379,137,215,372,274,596,470,86
55,1,"Hb",NA,419,176,243,455,347,705,630,100
55,1,"Hb",NA,461,204,280,535,404,820,830,114
55,1,"Hb",NA,505,215,310,635,487,1020,1130,129
55,1,"Hb",NA,548,273,352,729,584,1200,1520,142
55,1,"Hb",NA,582,325,399,849,690,1380,1940,156
55,1,"Hb",NA,630,384,448,969,823,1700,2900,170
55,1,"Hb",NA,681,451,515,1118,969,1980,4160,184
55,1,"Hb",NA,728,505,569,1264,1099,2330,5980,198
55,1,"Hb",NA,771,556,616,1380,1187,2710,8100,212
55,1,"Hb",NA,835,585,671,1419,1228,3280,14650,240
55,1,"Hb",NA,861,643,686,1404,1256,3510,18010,254
55,1,"Hb",NA,897,602,725,1637,1293,3760,21410,268
55,1,"Hb",NA,932,624,762,1715,1332,3720,25780,282
55,1,"Hb",NA,972,684,799,1815,1365,3780,29150,296
55,1,"Hb",NA,975,673,812,1828,1389,4110,30840,310
55,1,"Hb",NA,962,688,842,1868,1398,4040,33440,324
55,1,"Hb",NA,977,660,857,1882,1435,4400,34590,338
55,1,"Hb",NA,964,680,868,1914,1425,4470,36540,352
55,1,"Hb",884,1021,688,899,1944,1438,4380,39500,366
55,1,"Hb",907,1031,698,917,1995,1458,4330,41000,393
55,1,"Hb",942,1064,724,985,2061,1446,4310,52000,443
55,1,"Hb",955,1066,681,981,2091,1479,4400,51500,478
55,1,"Hb",941,1077,695,1006,2109,1478,4580,54000,513
55,1,"Hb",972,1101,713,1025,2163,1473,4490,58000,541
55,1,"Hb",999,1100,740,1042,2200,1510,4680,63000,576
55,1,"Hb",990,1109,730,1061,2222,1515,4600,65500,609
55,1,"Hb",1017,1120,725,1078,2228,1515,4550,65000,632
55,1,"Hb",1016,1130,709,1085,2233,1500,4710,64000,669
55,1,"Hb",1012,1135,727,1102,2228,1500,4820,61000,694
55,1,"Hb",1017,1123,714,1100,2240,1504,4960,58000,723
55,1,"Hb",1030,1138,742,1110,2238,1518,4920,62000,758
55,1,"Hb",1052,1181,737,1128,2248,1524,4980,64000,800
55,1,"Hb",1052,1158,733,1130,2253,1522,5060,63500,830
55,1,"Hb",1058,1165,748,1136,2283,1514,5080,63000,856
55,1,"Hb",1045,1175,765,1142,2282,1516,4990,69000,884
55,1,"Hb",1063,1171,732,1145,2283,1519,4860,73000,913
55,1,"Hb",1062,1178,730,1162,2264,1513,5030,76500,940
55,1,"Hb",1063,1177,730,1161,2321,1507,4990,79000,982
55,1,"Hb",1062,1185,729,1180,2339,1513,4970,74000,1031
55,1,"Hb",1052,1172,733,1173,2323,1512,5010,72000,1059
56,1,"Hb",NA,72,NA,NA,NA,NA,NA,NA,1
56,1,"Hb",NA,133,NA,68,80,60,130,NA,15
56,1,"Hb",NA,186,59,95,130,74,200,NA,29
56,1,"Hb",NA,228,129,130,195,137,295,NA,43
56,1,"Hb",NA,290,103,163,240,185,405,NA,57
56,1,"Hb",NA,339,125,187,313,221,505,290,71
56,1,"Hb",NA,387,153,215,378,283,595,440,85
56,1,"Hb",NA,433,173,247,460,352,710,650,100
56,1,"Hb",NA,471,196,276,536,417,790,900,113
56,1,"Hb",NA,515,229,313,636,495,960,1070,127
56,1,"Hb",NA,565,251,350,746,596,1230,1620,141
56,1,"Hb",NA,597,298,402,870,727,1380,2260,155
56,1,"Hb",NA,642,328,457,1020,855,1630,3180,169
56,1,"Hb",NA,684,402,518,1149,1005,2080,4380,183
56,1,"Hb",NA,793,538,608,1380,1159,2740,8310,211
56,1,"Hb",NA,809,530,649,1458,1222,3180,10770,225
56,1,"Hb",NA,834,535,683,1550,1278,3280,13250,239
56,1,"Hb",NA,877,541,692,1648,1302,3350,17480,253
